rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
268,8256049,K00909.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,SEASONAL_DEPTH_DV---SEASONAL_DEPTH_ALT---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,16.37198661,2.818e-05,-2.818e-05,172.75926,0.00138,-0.00138,2455005.759,0.00138,-0.00138,0.0,,,,,,9.303,65.75,-6.594,3.8449,0.0654,-0.0654,,,,4147.6,84.0,-84.0,8.358793,65.75502,-6.592196,2.90473,158.72522,-3.68654,LS+MCMC,540.37,39.25,-58.42,0.1052,,,74.37,,,438.0,,,8.71,2.56,-2.57,34.5,17.2,-17.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1171,0.6215,q1_q17_dr25_koi,52.240536,165.18489,54.5,1,84.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1308,Mandel and Agol (2002 ApJ 580 171),,,008/008256/008256049/dv/kplr008256049-20160209194854_dvr.pdf,008/008256/008256049/dv/kplr008256049-001-20160209194854_dvs.pdf,4187.0,125.0,-125.0,4.656,0.056,-0.024,-0.28,0.3,-0.3,0.592,0.043,-0.064,0.58,0.064,-0.052,,,,q1_q17_dr25_stellar,298.67862,44.175499,15.654,16.911,15.633,15.115,14.824,13.623,12.988,12.818,0.0,19.9111243,4.2e-06,44.176401,3.5e-05,-30.33,0.16,3.24,0.13,0.07971,0.00061,-0.00856,0.00066,-7.1,0.074,0.985,0.07,7.168,0.074,-7.823,0.07,0.983,0.073,7.884,0.071
269,8414716,K00910.01,Kepler-721 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.392026903,6.664e-06,-6.664e-06,171.72707,0.000963,-0.000963,2455004.727,0.000963,-0.000963,0.0,,,,,,0.314,0.072,-0.314,2.9804,0.0352,-0.0352,,,,1151.4,17.2,-17.2,0.030649,0.000351,-0.000787,1.63004,0.28484,-0.30375,LS+MCMC,2.68,0.36,-0.19,0.0583,,,88.67,,,850.0,,,123.33,54.53,-29.06,13.58,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,7.25004,66.02574,77.4,1,244.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2345,Mandel and Agol (2002 ApJ 580 171),,,008/008414/008414716/dv/kplr008414716-20160209194854_dvr.pdf,008/008414/008414716/dv/kplr008414716-001-20160209194854_dvs.pdf,5198.0,155.0,-155.0,4.589,0.024,-0.102,0.21,0.2,-0.35,0.801,0.106,-0.057,0.915,0.044,-0.102,,,,q1_q17_dr25_stellar,284.43051,44.48053,15.651,16.345,15.555,15.353,15.232,14.187,13.739,13.627,0.828,18.9620343,4.9e-06,44.480443,5.5e-05,0.01,0.19,-0.31,0.2,-7e-05,0.00022,-5e-05,0.00024,-0.041,0.084,-0.029,0.085,0.05,0.084,-0.041,0.087,-0.306,0.085,0.309,0.085
270,9140402,K00928.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.494170338,1.264e-06,-1.264e-06,170.852848,0.000426,-0.000426,2455003.853,0.000426,-0.000426,0.0,,,,,,0.095,0.239,-0.095,1.1221,0.0175,-0.0175,,,,863.7,13.9,-13.9,0.026777,0.00092,-0.00062,15.93621,4.74362,-0.23155,LS+MCMC,2.42,0.24,-0.12,0.0351,,,89.69,,,1194.0,,,480.19,142.04,-79.6,17.37,5.2,-5.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,q1_q17_dr25_koi,5.3565664,37.2115,69.2,1,535.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3378,Mandel and Agol (2002 ApJ 580 171),,,009/009140/009140402/dv/kplr009140402-20160209194854_dvr.pdf,009/009140/009140402/dv/kplr009140402-001-20160209194854_dvs.pdf,5569.0,99.0,-110.0,4.566,0.02,-0.08,-0.08,0.15,-0.15,0.829,0.082,-0.041,0.928,0.039,-0.078,,,,q1_q17_dr25_stellar,284.75943,45.599129,15.251,15.793,15.211,15.019,14.929,13.945,13.542,13.589,0.064,18.9839442,7.8e-06,45.599007,8.7e-05,-0.67,0.29,-0.44,0.31,0.00028,0.00015,4e-05,0.00017,-0.04,0.1,0.033,0.095,0.05,0.098,-0.1,0.11,-0.25,0.12,0.26,0.13
271,9141746,K00929.01,Kepler-730 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.491682808,1.685e-06,-1.685e-06,174.633553,0.000216,-0.000216,2455007.634,0.000216,-0.000216,0.0,,,,,,0.535,0.034,-0.053,4.301,0.0272,-0.0272,,,,7163.3,17.2,-17.2,0.079893,0.000335,-0.000773,0.57225,0.06469,-0.04411,LS+MCMC,9.66,3.27,-1.31,0.0715,,,87.17,,,1062.0,,,301.54,310.33,-112.73,10.84,1.2,-1.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,q1_q17_dr25_koi,45.663883,478.5281,502.3,2,189.0,1.0,q1_q17_dr25_tce,1101111111111111000000000000000,0.9019,Mandel and Agol (2002 ApJ 580 171),,,009/009141/009141746/dv/kplr009141746-20160209194854_dvr.pdf,009/009141/009141746/dv/kplr009141746-001-20160209194854_dvs.pdf,6123.0,193.0,-265.0,4.413,0.072,-0.217,0.14,0.2,-0.3,1.107,0.375,-0.15,1.159,0.164,-0.164,,,,q1_q17_dr25_stellar,285.55481,45.578861,15.649,16.129,15.582,15.443,15.437,14.471,14.182,14.102,0.001,19.03698607,8e-07,45.5788396,8.8e-06,-0.024,0.03,-0.074,0.032,0.00041,0.00036,-0.00031,0.00047,-0.007,0.067,0.005,0.068,0.009,0.067,-0.057,0.068,-0.031,0.068,0.065,0.068
272,9159275,K00930.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_ALT---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,3.044770796,4.462e-06,-4.462e-06,172.01916,0.00115,-0.00115,2455005.019,0.00115,-0.00115,0.0,,,,,,1.252,0.369,-0.108,10.0134,0.0663,-0.0663,,,,1695.0,10.1,-10.1,0.298444,0.360598,-0.102512,0.00688,0.00575,-0.00111,LS+MCMC,24.54,4.89,-1.96,0.0386,,,33.39,,,1076.0,,,317.36,196.04,-79.26,1.5,0.627,-0.627,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,q1_q17_dr25_koi,7.281593,33.146595,203.5,1,445.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5329,Mandel and Agol (2002 ApJ 580 171),,,009/009159/009159275/dv/kplr009159275-20160209194854_dvr.pdf,009/009159/009159275/dv/kplr009159275-001-20160209194854_dvs.pdf,5525.0,165.0,-165.0,4.603,0.032,-0.12,-0.36,0.3,-0.3,0.753,0.15,-0.06,0.843,0.079,-0.097,,,,q1_q17_dr25_stellar,293.68494,45.51683,15.621,16.203,15.573,15.372,15.252,14.333,13.916,13.768,0.0,19.580566,1.1e-05,45.51832,0.00012,59.42,0.41,5.36,0.44,-0.02463,0.00017,-0.00218,0.00018,7.18,0.43,-1.21,0.67,7.29,0.47,7.09,0.4,-1.06,0.64,7.17,0.41
273,9166862,K00931.01,Kepler-731 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,3.855603916,3.68e-07,-3.68e-07,170.6787843,7.48e-05,-7.48e-05,2455003.679,7.48e-05,-7.48e-05,0.0,,,,,,0.348,0.027,-0.039,3.2179,0.0101,-0.0101,,,,16653.0,18.2,-18.2,0.119176,0.000279,-0.000403,1.18411,0.04544,-0.04633,LS+MCMC,13.61,3.8,-1.35,0.0505,,,87.96,,,1212.0,,,508.65,435.35,-163.96,9.763,0.375,-0.375,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2826,0.3729,q1_q17_dr25_koi,105.129425,1321.7062,1173.9,1,350.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1893,Mandel and Agol (2002 ApJ 580 171),,,009/009166/009166862/dv/kplr009166862-20160209194854_dvr.pdf,009/009166/009166862/dv/kplr009166862-001-20160209194854_dvs.pdf,6033.0,193.0,-265.0,4.46,0.048,-0.192,0.21,0.2,-0.25,1.046,0.292,-0.104,1.153,0.125,-0.152,,,,q1_q17_dr25_stellar,296.39316,45.568562,15.272,15.763,15.17,15.061,14.988,14.126,13.762,13.775,0.0,19.75955779,2.3e-07,45.5686324,2.2e-06,0.4947,0.0086,0.2605,0.0079,0.01353,0.00068,0.01223,0.00095,-1.46,0.16,-0.98,0.11,1.76,0.18,-0.045,0.069,-0.084,0.069,0.095,0.069
274,9166870,K00932.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,3.855599139,4.003e-06,-4.003e-06,170.67957,0.000863,-0.000863,2455003.68,0.000863,-0.000863,0.0,,,,,,0.864,0.014,-0.599,3.183,0.0616,-0.0616,,,,1030.9,13.2,-13.2,0.033907,0.000135,-0.003737,0.19331,0.90498,-0.02388,LS+MCMC,3.57,1.0,-0.33,0.0493,,,80.68,,,1158.0,,,425.74,349.36,-120.92,5.34,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,q1_q17_dr25_koi,10.751741,74.89582,90.1,1,350.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7528,Mandel and Agol (2002 ApJ 580 171),,,009/009166/009166870/dv/kplr009166870-20160209194854_dvr.pdf,009/009166/009166870/dv/kplr009166870-001-20160209194854_dvs.pdf,5936.0,164.0,-205.0,4.501,0.046,-0.196,0.07,0.25,-0.3,0.965,0.268,-0.089,1.075,0.115,-0.14,,,,q1_q17_dr25_stellar,296.39542,45.56992,15.054,15.537,14.972,14.847,14.762,13.886,13.515,13.484,0.0,19.7591741,2.8e-06,45.5646,3e-05,-19.68,0.11,-19.15,0.11,0.01807,0.00011,0.01759,0.00012,-4.627,0.094,-3.853,0.076,6.021,0.096,-5.49,0.11,-4.876,0.083,7.34,0.12
275,11449844,K00125.01,Kepler-468 b,CONFIRMED,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,38.47876629,4.731e-06,-4.731e-06,151.852812,0.000101,-0.000101,2454984.853,0.000101,-0.000101,0.0,,,,,,0.003,0.034,-0.003,5.04169,0.00343,-0.00343,,,,23530.0,25.4,-25.4,0.138123,9.7e-05,-7e-05,3.7339,0.00545,-0.01642,LS+MCMC,13.26,1.78,-0.59,0.2213,,,90.0,,,484.0,,,13.01,4.96,-2.04,66.3614,0.0969,-0.0969,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,261.08838,1014.9963,1077.8,1,35.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0,Mandel and Agol (2002 ApJ 580 171),,,011/011449/011449844/dv/kplr011449844-20160209194854_dvr.pdf,011/011449/011449844/dv/kplr011449844-001-20160209194854_dvs.pdf,5510.0,98.0,-109.0,4.539,0.019,-0.11,0.16,0.15,-0.15,0.879,0.118,-0.039,0.973,0.041,-0.07,,,,q1_q17_dr25_stellar,288.90222,49.370491,13.779,14.332,13.695,13.542,13.475,12.467,12.115,12.029,0.024,19.26014972,2.1e-07,49.370446,2.6e-06,0.0394,0.0075,-0.1583,0.0093,0.0001,0.0018,-0.0003,0.0027,0.004,0.067,-0.014,0.067,0.014,0.067,0.043,0.068,-0.347,0.073,0.349,0.073
276,8605074,K00915.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,37.601661282,5.79e-06,-5.79e-06,194.713383,0.000123,-0.000123,2455027.713,0.000123,-0.000123,0.0,,,,,,0.408,0.004,-0.005,8.30604,0.00855,-0.00855,,,,59130.0,43.7,-43.7,0.227443,0.000131,-0.000178,0.85882,0.00517,-0.00682,LS+MCMC,27.22,8.22,-4.42,0.219,,,89.42,,,606.0,,,31.86,28.15,-12.3,40.039,0.241,-0.241,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3032,0.3147,q1_q17_dr25_koi,372.15457,1668.1604,1667.3,1,32.0,1.0,q1_q17_dr25_tce,1101111111111111000000000000000,0.1243,Mandel and Agol (2002 ApJ 580 171),,,008/008605/008605074/dv/kplr008605074-20160209194854_dvr.pdf,008/008605/008605074/dv/kplr008605074-001-20160209194854_dvs.pdf,6140.0,164.0,-201.0,4.354,0.124,-0.201,-0.24,0.25,-0.3,1.096,0.331,-0.178,0.989,0.152,-0.11,,,,q1_q17_dr25_stellar,282.30603,44.714661,15.505,15.941,15.463,15.318,15.265,14.34,13.992,14.003,0.0,18.82039659,2.2e-07,44.7146691,2.2e-06,-0.1807,0.0086,0.0329,0.0078,-0.0028,0.0072,0.0,0.01,0.02,0.067,-0.01,0.067,0.022,0.067,-0.056,0.07,-0.063,0.069,0.084,0.069
277,8628973,K00916.01,Kepler-724 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.314947362,1.705e-06,-1.705e-06,171.313058,0.000418,-0.000418,2455004.313,0.000418,-0.000418,0.0,,,,,,0.799,0.058,-0.54,1.8007,0.0284,-0.0284,,,,1398.2,13.6,-13.6,0.038195,0.00019,-0.003621,1.4165,3.88462,-0.53134,LS+MCMC,3.94,1.11,-0.37,0.0433,,,85.11,,,1155.0,,,421.03,347.73,-114.75,9.37,4.3,-4.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,11.219773,105.955894,123.5,1,404.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2093,Mandel and Agol (2002 ApJ 580 171),,,008/008628/008628973/dv/kplr008628973-20160209194854_dvr.pdf,008/008628/008628973/dv/kplr008628973-001-20160209194854_dvs.pdf,5609.0,150.0,-166.0,4.481,0.062,-0.188,0.16,0.2,-0.3,0.944,0.266,-0.089,0.983,0.094,-0.105,,,,q1_q17_dr25_stellar,293.45483,44.792789,15.142,15.75,15.075,14.881,14.771,13.873,13.442,13.367,0.142,19.5636556,3e-06,44.792762,3.4e-05,-0.01,0.11,-0.1,0.12,0.00024,0.00017,-2e-05,0.00019,-0.028,0.074,0.034,0.075,0.044,0.076,0.001,0.073,0.067,0.08,0.067,0.08
278,8655354,K00917.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,6.71969089,1.394e-05,-1.394e-05,173.35776,0.00167,-0.00167,2455006.358,0.00167,-0.00167,0.0,,,,,,0.985,22.45,-0.029,3.0231,0.0879,-0.0879,,,,969.7,26.2,-26.2,0.046245,22.49023,-0.010449,0.09306,9.36786,-0.05847,LS+MCMC,4.37,1.06,-0.57,0.0654,,,80.64,,,952.0,,,194.18,143.01,-64.13,6.06,3.0,-3.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2979,0.3238,q1_q17_dr25_koi,5.5065484,39.278458,45.4,1,202.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.226,Mandel and Agol (2002 ApJ 580 171),,,008/008655/008655354/dv/kplr008655354-20160209194854_dvr.pdf,008/008655/008655354/dv/kplr008655354-001-20160209194854_dvs.pdf,5931.0,177.0,-177.0,4.479,0.094,-0.175,-0.6,0.3,-0.3,0.866,0.21,-0.113,0.825,0.096,-0.07,,,,q1_q17_dr25_stellar,301.04956,44.706299,15.172,15.695,15.146,14.948,14.832,13.934,13.55,13.513,0.04,20.070013,1.1e-05,44.70654,0.00012,1.66,0.41,0.87,0.44,-0.00015,0.00041,-0.00041,0.00046,-0.18,0.11,1.32,0.12,1.33,0.12,-0.083,0.097,1.58,0.12,1.59,0.12
279,8672910,K00918.01,Kepler-725 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,39.6431552,1.041e-05,-1.041e-05,206.596798,0.000202,-0.000202,2455039.597,0.000202,-0.000202,0.0,,,,,,0.062,0.103,-0.042,6.5292,0.00694,-0.00694,,,,15664.0,24.4,-24.4,0.111685,7.4e-05,-0.000142,1.64307,0.01201,-0.00853,LS+MCMC,10.98,0.72,-0.99,0.215,,,89.93,,,472.0,,,11.74,2.46,-2.55,51.489,0.376,-0.376,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,130.28482,487.53952,690.3,2,30.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1559,Mandel and Agol (2002 ApJ 580 171),,,008/008672/008672910/dv/kplr008672910-20160209194854_dvr.pdf,008/008672/008672910/dv/kplr008672910-001-20160209194854_dvs.pdf,5231.0,83.0,-73.0,4.455,0.091,-0.049,0.14,0.15,-0.15,0.9,0.059,-0.081,0.844,0.06,-0.033,,,,q1_q17_dr25_stellar,283.97751,44.811562,15.011,15.575,14.926,14.77,14.632,13.685,13.283,13.222,0.004,18.93183384,4.9e-07,44.8115753,5.3e-06,0.021,0.019,0.055,0.019,-0.0006,0.0016,0.0004,0.0022,0.012,0.067,-0.01,0.067,0.016,0.067,0.058,0.074,-0.015,0.068,0.06,0.074
280,8686150,K00919.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,51.42598578,1.279e-05,-1.279e-05,173.535933,0.000196,-0.000196,2455006.536,0.000196,-0.000196,0.0,,,,,,0.203,0.008,-0.011,16.9422,0.0148,-0.0148,,,,66068.0,43.1,-43.1,0.236829,0.000122,-0.00015,0.16218,0.00105,-0.00093,LS+MCMC,29.66,9.26,-3.31,0.2904,,,89.59,,,549.0,,,21.4,19.69,-6.95,28.303,0.183,-0.183,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3022,0.3344,q1_q17_dr25_koi,516.0654,1840.2819,1843.8,1,28.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3473,Mandel and Agol (2002 ApJ 580 171),,,008/008686/008686150/dv/kplr008686150-20160209194854_dvr.pdf,008/008686/008686150/dv/kplr008686150-001-20160209194854_dvs.pdf,6257.0,173.0,-239.0,4.41,0.054,-0.216,0.21,0.2,-0.35,1.147,0.358,-0.128,1.233,0.153,-0.187,,,,q1_q17_dr25_stellar,290.63898,44.806789,15.631,16.089,15.566,15.434,15.369,14.467,14.213,14.145,0.095,19.37593352,1.6e-07,44.8068245,1.6e-06,0.0581,0.006,0.1242,0.0059,-0.0007,0.009,0.0,0.013,0.001,0.067,0.008,0.067,0.008,0.067,-0.042,0.068,0.061,0.068,0.074,0.067
281,8689031,K00920.01,Kepler-726 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,21.80451611,4.733e-05,-4.733e-05,190.49737,0.00171,-0.00171,2455023.497,0.00171,-0.00171,0.0,,,,,,0.751,0.166,-0.5,3.4097,0.0714,-0.0714,,,,1144.9,26.4,-26.4,0.033653,0.004907,-0.002737,1.66656,3.31659,-0.00026,LS+MCMC,2.6,0.47,-0.19,0.1406,,,88.76,,,543.0,,,20.48,11.55,-4.65,34.7,17.3,-17.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,q1_q17_dr25_koi,9.254608,43.653084,49.9,1,61.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6929,Mandel and Agol (2002 ApJ 580 171),,,008/008689/008689031/dv/kplr008689031-20160209194854_dvr.pdf,008/008689/008689031/dv/kplr008689031-001-20160209194854_dvs.pdf,5481.0,163.0,-146.0,4.629,0.028,-0.112,-0.5,0.3,-0.3,0.708,0.127,-0.051,0.806,0.073,-0.09,,,,q1_q17_dr25_stellar,291.71732,44.88731,15.067,15.624,15.026,14.828,14.74,13.81,13.381,13.329,0.028,19.4478205,7.2e-06,44.887189,7.7e-05,-0.03,0.27,-0.44,0.28,-0.00029,0.00032,0.00038,0.00033,0.2,0.095,0.17,0.13,0.26,0.11,-0.023,0.097,0.25,0.15,0.25,0.15
282,8689373,K00921.01,Kepler-253 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.28194593,1.884e-05,-1.884e-05,175.33988,0.00144,-0.00144,2455008.34,0.00144,-0.00144,0.0,,,,,,0.168,0.267,-0.168,3.4366,0.0541,-0.0541,,,,1110.7,21.3,-21.3,0.029849,0.000871,-0.000519,2.24334,0.2363,-0.57203,LS+MCMC,2.53,0.36,-0.19,0.088,,,89.59,,,680.0,,,50.6,23.78,-12.02,23.23,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,q1_q17_dr25_koi,7.943826,46.25013,55.0,3,126.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.575,Mandel and Agol (2002 ApJ 580 171),,,008/008689/008689373/dv/kplr008689373-20160209194854_dvr.pdf,008/008689/008689373/dv/kplr008689373-002-20160209194854_dvs.pdf,5196.0,155.0,-155.0,4.593,0.026,-0.097,0.04,0.25,-0.3,0.775,0.111,-0.056,0.869,0.064,-0.092,,,,q1_q17_dr25_stellar,291.84198,44.858089,15.532,16.239,15.471,15.229,15.111,14.055,13.632,13.534,0.008,19.4561302,6.5e-06,44.858158,8.1e-05,-0.1,0.25,0.24,0.29,0.00033,0.00029,0.00043,0.00034,0.0,0.13,-0.12,0.13,0.12,0.13,-0.13,0.12,0.12,0.13,0.18,0.15
283,8689373,K00921.02,Kepler-253 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,18.11993039,3.701e-05,-3.701e-05,182.61535,0.00164,-0.00164,2455015.615,0.00164,-0.00164,0.0,,,,,,0.206,0.192,-0.206,4.2309,0.0581,-0.0581,,,,1506.9,25.8,-25.8,0.034825,0.000775,-0.000596,2.10579,0.15926,-0.5582,LS+MCMC,2.95,0.42,-0.22,0.1284,,,89.64,,,563.0,,,23.77,11.17,-5.65,33.19,2.5,-2.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,q1_q17_dr25_koi,10.27296,49.64462,60.7,3,70.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6188,Mandel and Agol (2002 ApJ 580 171),,,008/008689/008689373/dv/kplr008689373-20160209194854_dvr.pdf,008/008689/008689373/dv/kplr008689373-001-20160209194854_dvs.pdf,5196.0,155.0,-155.0,4.593,0.026,-0.097,0.04,0.25,-0.3,0.775,0.111,-0.056,0.869,0.064,-0.092,,,,q1_q17_dr25_stellar,291.84198,44.858089,15.532,16.239,15.471,15.229,15.111,14.055,13.632,13.534,0.0,19.4561289,6e-06,44.858072,7.7e-05,-0.15,0.23,-0.06,0.28,0.00051,0.00036,0.00103,0.00044,0.02,0.14,-0.15,0.13,0.15,0.13,-0.12,0.14,0.1,0.14,0.16,0.13
284,8689373,K00921.03,Kepler-253 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.78402867,1.076e-05,-1.076e-05,133.28133,0.00236,-0.00236,2454966.281,0.00236,-0.00236,0.0,,,,,,0.691,0.216,-0.466,1.9012,0.0678,-0.0678,,,,426.1,18.4,-18.4,0.020134,0.003511,-0.001548,1.98179,2.81871,-1.62532,LS+MCMC,1.7,0.25,-0.12,0.0452,,,86.54,,,949.0,,,191.78,90.15,-45.54,11.45,5.4,-5.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,q1_q17_dr25_koi,4.1183877,23.37084,25.6,3,330.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4129,Mandel and Agol (2002 ApJ 580 171),,,008/008689/008689373/dv/kplr008689373-20160209194854_dvr.pdf,008/008689/008689373/dv/kplr008689373-003-20160209194854_dvs.pdf,5196.0,155.0,-155.0,4.593,0.026,-0.097,0.04,0.25,-0.3,0.775,0.111,-0.056,0.869,0.064,-0.092,,,,q1_q17_dr25_stellar,291.84198,44.858089,15.532,16.239,15.471,15.229,15.111,14.055,13.632,13.534,0.17,19.456143,1.3e-05,44.85812,0.00016,0.39,0.51,0.11,0.59,-9e-05,0.00023,0.00023,0.00026,-0.12,0.3,0.02,0.24,0.12,0.27,-0.24,0.19,0.26,0.22,0.35,0.2
